C04M3_hifiasm_r63_complete.11_antismash/s11.ctg000020c.region001.gbk	                     /product="ranthipeptide"	21534	21	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.13_antismash/s12.ctg000022c.region001.gbk	                     /product="terpene"	17747	13	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.13_antismash/s12.ctg000022c.region002.gbk	                     /product="arylpolyene"	41176	29	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.13_antismash/s12.ctg000022c.region003.gbk	                     /product="terpene"	20936	22	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.148_antismash/s345.ctg000495c.region001.gbk	                     /product="ranthipeptide"	20174	23	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.40_antismash/s32.ctg000069c.region001.gbk	                     /product="cyclic-lactone-autoinducer"	18904	17	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.40_antismash/s32.ctg000069c.region002.gbk	                     /product="cyclic-lactone-autoinducer"	15407	11	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.40_antismash/s32.ctg000069c.region003.gbk	                     /product="RRE-containing"	20520	22	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.40_antismash/s32.ctg000069c.region004.gbk	                     /product="RRE-containing"	33960	30	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.40_antismash/s32.ctg000069c.region005.gbk	                     /product="cyclic-lactone-autoinducer"	16453	21	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.40_antismash/s32.ctg000069c.region006.gbk	                     /product="cyclic-lactone-autoinducer"	19107	18	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.40_antismash/s32.ctg000069c.region007.gbk	                     /product="cyclic-lactone-autoinducer"	20570	19	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.49_antismash/s40.ctg000087l.region001.gbk	                     /product="betalactone"	24614	23	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.49_antismash/s40.ctg000087l.region002.gbk	                     /product="ranthipeptide"	21711	16	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.76_antismash/s66.ctg000139l.region001.gbk	                     /product="ranthipeptide"	21765	18	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.94_antismash/s0.ctg000187l.region001.gbk	                     /product="arylpolyene"	50350	49	                     /contig_edge="False"
C04M3_hifiasm_r63_complete.94_antismash/s0.ctg000187l.region002.gbk	                     /product="RRE-containing"	20273	17	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.102_antismash/s9.ctg000072l.region001.gbk	                     /product="NRPS"	44221	32	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.102_antismash/s9.ctg000072l.region002.gbk	                     /product="cyclic-lactone-autoinducer"	11431	11	                     /contig_edge="True"
C04M3_hifiasm_r63_metabat2.102_antismash/s9.ctg000194l.region001.gbk	                     /product="ranthipeptide"	21428	17	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.102_antismash/s9.ctg000194l.region002.gbk	                     /product="betalactone"	31502	28	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.102_antismash/s9.ctg000246l.region001.gbk	                     /product="RRE-containing"	21422	21	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.102_antismash/s9.ctg000246l.region002.gbk	                     /product="cyclic-lactone-autoinducer"	19266	19	                     /contig_edge="True"
C04M3_hifiasm_r63_metabat2.104_antismash/s250.ctg000385l.region001.gbk	                     /product="cyclic-lactone-autoinducer"	18744	23	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.104_antismash/s250.ctg000385l.region002.gbk	                     /product="cyclic-lactone-autoinducer"	20716	27	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.127_antismash/s9.ctg000019l.region001.gbk	                     /product="cyclic-lactone-autoinducer"	10430	11	                     /contig_edge="True"
C04M3_hifiasm_r63_metabat2.127_antismash/s9.ctg000067l.region001.gbk	                     /product="cyclic-lactone-autoinducer"	20564	19	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.127_antismash/s9.ctg000067l.region002.gbk	                     /product="ranthipeptide"	22093	15	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.138_antismash/s0.ctg000163l.region001.gbk	                     /product="arylpolyene"	47928	48	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.148_antismash/s88.ctg000168l.region001.gbk	                     /product="lanthipeptide-class-ii"	22979	19	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.148_antismash/s9.ctg000109l.region001.gbk	                     /product="ranthipeptide"	21648	14	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.158_antismash/s216.ctg000342l.region001.gbk	                     /product="RRE-containing"	16417	16	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.158_antismash/s216.ctg000342l.region002.gbk	                     /product="RRE-containing"	20264	11	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.158_antismash/s9.ctg000517l.region001.gbk	                     /product="ranthipeptide"	21617	20	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.183_antismash/s87.ctg000167l.region001.gbk	                     /product="ranthipeptide"	21560	23	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.183_antismash/s87.ctg000167l.region002.gbk	                     /product="NRPS-like"	42532	34	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.196_antismash/s9.ctg000490l.region001.gbk	                     /product="cyclic-lactone-autoinducer"	20564	21	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.196_antismash/s9.ctg000730l.region001.gbk	                     /product="ranthipeptide"	21903	13	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.23_antismash/s9.ctg000089l.region001.gbk	                     /product="NRPS"	48982	33	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.23_antismash/s9.ctg000089l.region002.gbk	                     /product="ranthipeptide"	21989	18	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.23_antismash/s9.ctg000089l.region003.gbk	                     /product="T1PKS"	45193	32	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.23_antismash/s9.ctg000089l.region004.gbk	                     /product="RRE-containing"	21419	24	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.23_antismash/s9.ctg000381l.region001.gbk	                     /product="NRPS"	44287	41	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.62_antismash/s9.ctg000032l.region001.gbk	                     /product="cyclic-lactone-autoinducer"	25153	25	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.62_antismash/s9.ctg000059l.region001.gbk	                     /product="cyclic-lactone-autoinducer"	25601	35	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.62_antismash/s9.ctg000059l.region002.gbk	                     /product="RRE-containing"	20318	11	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.62_antismash/s9.ctg000059l.region003.gbk	                     /product="cyclic-lactone-autoinducer"	19298	22	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.62_antismash/s9.ctg000059l.region004.gbk	                     /product="cyclic-lactone-autoinducer"	12442	13	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.62_antismash/s9.ctg000059l.region005.gbk	                     /product="cyclic-lactone-autoinducer"	20537	15	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.62_antismash/s9.ctg000158l.region001.gbk	                     /product="ranthipeptide"	25523	23	                     /contig_edge="False"
C04M3_hifiasm_r63_metabat2.62_antismash/s9.ctg000640l.region001.gbk	                     /product="ranthipeptide"	21765	20	                     /contig_edge="False"
